,user_id,session_id,timestamp,step,action_type,reference,platform,city,device,current_filters,impressions,prices
11612507,TTK8JB683OC0,e1d166db4215f,1541118790,5,filter selection,Best Value,JP,"Seoul, South Korea",desktop,Best Value,,
11612508,TTK8JB683OC0,e1d166db4215f,1541118818,6,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
11612509,TTK8JB683OC0,e1d166db4215f,1541118819,7,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
11612510,TTK8JB683OC0,e1d166db4215f,1541118826,8,change of sort order,price only,JP,"Seoul, South Korea",desktop,,,
11612511,TTK8JB683OC0,e1d166db4215f,1541118826,9,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
11612512,TTK8JB683OC0,e1d166db4215f,1541118826,10,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
11612513,TTK8JB683OC0,e1d166db4215f,1541118826,11,filter selection,Sort by Price,JP,"Seoul, South Korea",desktop,Sort by Price,,
11612514,TTK8JB683OC0,e1d166db4215f,1541118828,12,change of sort order,rating only,JP,"Seoul, South Korea",desktop,,,
11612515,TTK8JB683OC0,e1d166db4215f,1541118828,13,filter selection,Sort By Rating,JP,"Seoul, South Korea",desktop,Sort By Rating,,
11624968,VTS4NN0X664B,fab7c684e5bed,1541274927,2,change of sort order,interaction sort button,FR,"Seoul, South Korea",mobile,,,
11624969,VTS4NN0X664B,fab7c684e5bed,1541274935,3,change of sort order,price and recommended,FR,"Seoul, South Korea",mobile,,,
11624970,VTS4NN0X664B,fab7c684e5bed,1541274935,4,filter selection,Best Value,FR,"Seoul, South Korea",mobile,Best Value,,
11624971,VTS4NN0X664B,fab7c684e5bed,1541274985,5,change of sort order,interaction sort button,FR,"Seoul, South Korea",mobile,,,
11624972,VTS4NN0X664B,fab7c684e5bed,1541274990,6,change of sort order,price only,FR,"Seoul, South Korea",mobile,,,
11624973,VTS4NN0X664B,fab7c684e5bed,1541274990,7,filter selection,Sort by Price,FR,"Seoul, South Korea",mobile,Sort by Price,,
11637833,YOK6CS3XW48S,13ae73606de07,1541330732,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",desktop,,,
11643812,D4QCFZMXO5LE,0b03a62bf5c65,1541396525,1,filter selection,Air Conditioning,US,"Seoul, South Korea",desktop,Free WiFi (Combined)|Air Conditioning,,
11643813,D4QCFZMXO5LE,0b03a62bf5c65,1541396525,2,filter selection,Free WiFi (Combined),US,"Seoul, South Korea",desktop,Free WiFi (Combined),,
11663754,VJRKO3CG0MW1,cac2f831be7d4,1541472412,2,filter selection,Hotel,KR,"Seoul, South Korea",desktop,Hotel,,
11663755,VJRKO3CG0MW1,cac2f831be7d4,1541472412,3,search for poi,Jamsil Baseball Stadium,KR,"Seoul, South Korea",desktop,Hotel,,
11669804,F6G0AKZMWWK4,daf3716f90bf7,1541083182,1,search for poi,Gimpo International Airport,JP,"Seoul, South Korea",mobile,,,
11669805,F6G0AKZMWWK4,daf3716f90bf7,1541083191,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
11669806,F6G0AKZMWWK4,daf3716f90bf7,1541083192,3,change of sort order,price only,JP,"Seoul, South Korea",mobile,,,
11669807,F6G0AKZMWWK4,daf3716f90bf7,1541083192,4,filter selection,Sort by Price,JP,"Seoul, South Korea",mobile,Sort by Price,,
11673274,RQOV44DAHI41,73422f178aaae,1541076717,1,search for poi,Hongdae,TH,"Seoul, South Korea",mobile,,,
11673275,RQOV44DAHI41,73422f178aaae,1541076781,2,filter selection,Free WiFi (Combined),TH,"Seoul, South Korea",mobile,Free WiFi (Combined),,
11683142,N9D729VJ4OHO,0ce43c195953d,1541137015,1,search for destination,"Seoul, South Korea",ID,"Seoul, South Korea",desktop,2 Star|3 Star|4 Star|5 Star|Satisfactory Rating,,
11693135,JQTI7VKJQVQ1,63b5b88859d9c,1541227653,1,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",desktop,,,
11696252,ZOPTENE0D3K2,b3556e781702b,1541208711,4,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
11705583,QW8CJLBX5OY6,6e1ac05b7bcb4,1541335636,1,search for poi,Dongdaemun Market,HK,"Seoul, South Korea",mobile,,,
11725947,7OO970YXGZSM,fd1fd9042fa96,1541482760,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
11753284,D2QQCX5087XC,804b8b6bc1745,1541164787,3,filter selection,unknown,HK,"Seoul, South Korea",mobile,Hotel Chain,,
11757792,O51YX1H54RPH,80121c4661bda,1541161450,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
11757793,O51YX1H54RPH,80121c4661bda,1541161476,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
11757794,O51YX1H54RPH,80121c4661bda,1541161476,3,change of sort order,rating and recommended,JP,"Seoul, South Korea",mobile,,,
11757795,O51YX1H54RPH,80121c4661bda,1541161476,4,filter selection,Focus on Rating,JP,"Seoul, South Korea",mobile,Focus on Rating,,
11761894,5BAIO0OYEX43,c90e2ccd5adc9,1541258088,1,search for poi,Myeongdong,TW,"Seoul, South Korea",mobile,,,
11761895,5BAIO0OYEX43,c90e2ccd5adc9,1541258100,2,search for poi,Hongdae,TW,"Seoul, South Korea",mobile,,,
11767328,Q7HX6KZ0EW79,c58435bba39b2,1541238709,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
11777486,N3BVIPFAGXY9,02a137239ff5d,1541344235,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",desktop,,,
11788092,HCQVQF2JC426,da653584b94be,1541406624,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
11801926,D4FSBZBYV2CE,12e0b8b346cae,1541481577,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
11801927,D4FSBZBYV2CE,12e0b8b346cae,1541481654,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
11801928,D4FSBZBYV2CE,12e0b8b346cae,1541481658,3,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
11801929,D4FSBZBYV2CE,12e0b8b346cae,1541481658,4,filter selection,Best Value,JP,"Seoul, South Korea",mobile,Best Value,,
11822316,3KDQQ7H6OLQW,2e2d95ff7af50,1541165219,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
11822317,3KDQQ7H6OLQW,2e2d95ff7af50,1541165257,2,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
11822318,3KDQQ7H6OLQW,2e2d95ff7af50,1541165258,3,filter selection,Hotel,JP,"Seoul, South Korea",mobile,Hotel,,
11822319,3KDQQ7H6OLQW,2e2d95ff7af50,1541165268,4,filter selection,4 Star,JP,"Seoul, South Korea",mobile,Hotel|4 Star,,
11856115,QE608TFUKLVX,7d06821b999bb,1541343876,1,search for poi,Myeongdong,HK,"Seoul, South Korea",mobile,,,
11874050,WMTX2YM6N1Q9,c6475041c594a,1541423614,3,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
11893498,G435G4DK5W87,c5da5de4ae1c4,1541034453,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
11900028,19SNG7211RMF,c5411d05fc124,1541145692,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
11917441,LM6NKE9LS2G0,33dd7caa28fd6,1541223610,1,search for poi,Hongdae,HK,"Seoul, South Korea",tablet,,,
11922373,2U623G7B1F54,3843c643d7a33,1541338466,1,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",mobile,,,
11922374,2U623G7B1F54,3843c643d7a33,1541338621,2,filter selection,Very Good Rating,TW,"Seoul, South Korea",mobile,Very Good Rating,,
11922375,2U623G7B1F54,3843c643d7a33,1541338622,3,filter selection,3 Star,TW,"Seoul, South Korea",mobile,Very Good Rating|3 Star,,
11922376,2U623G7B1F54,3843c643d7a33,1541338627,4,filter selection,4 Star,TW,"Seoul, South Korea",mobile,Very Good Rating|3 Star|4 Star,,
11922377,2U623G7B1F54,3843c643d7a33,1541338718,5,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",mobile,,,
11922378,2U623G7B1F54,3843c643d7a33,1541338728,6,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",mobile,,,
11941393,IJAOEWRPJ0V3,0e72fc7b22455,1541409242,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",tablet,,,
11941461,IJAOEWRPJ0V3,0e72fc7b22455,1541409484,69,search for poi,Gangnam-gu,JP,"Seoul, South Korea",tablet,,,
11970420,K84P5RU2O3L4,1f774392bbc18,1541090373,1,search for poi,Dongdaemun Market,HK,"Seoul, South Korea",desktop,,,
11998840,SDGWZMKZF4PO,a89b940f1a81a,1541221037,5,search for destination,"Seoul, South Korea",TH,"Seoul, South Korea",desktop,,,
11998850,SDGWZMKZF4PO,a89b940f1a81a,1541221110,15,filter selection,Hostal (ES),TH,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
11998851,SDGWZMKZF4PO,a89b940f1a81a,1541221110,16,filter selection,Hotel,TH,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
11998852,SDGWZMKZF4PO,a89b940f1a81a,1541221110,17,filter selection,Motel,TH,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
11998853,SDGWZMKZF4PO,a89b940f1a81a,1541221110,18,filter selection,Resort,TH,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
11998854,SDGWZMKZF4PO,a89b940f1a81a,1541221110,19,filter selection,5 Star,TH,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
12020427,9QW66BX720SY,1d4fb44e18ff6,1541414472,1,search for destination,"Seoul, South Korea",MY,"Seoul, South Korea",desktop,Best Value,,
12042775,URX2VLWU1IZ2,443c5278c1610,1541464388,1,search for poi,Myeong-dong,KR,"Seoul, South Korea",desktop,,,
12042776,URX2VLWU1IZ2,443c5278c1610,1541464389,2,search for poi,Myeong-dong,KR,"Seoul, South Korea",desktop,,,
12042777,URX2VLWU1IZ2,443c5278c1610,1541464407,3,filter selection,Breakfast Included,KR,"Seoul, South Korea",desktop,Breakfast Included,,
12042778,URX2VLWU1IZ2,443c5278c1610,1541464415,4,filter selection,Free WiFi (Combined),KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined),,
12042787,URX2VLWU1IZ2,443c5278c1610,1541465388,13,change of sort order,interaction sort button,KR,"Seoul, South Korea",desktop,,,
12042788,URX2VLWU1IZ2,443c5278c1610,1541465391,14,change of sort order,rating and recommended,KR,"Seoul, South Korea",desktop,,,
12042789,URX2VLWU1IZ2,443c5278c1610,1541465391,15,filter selection,Focus on Rating,KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined)|Focus on Rating,,
12042791,URX2VLWU1IZ2,443c5278c1610,1541465726,17,filter selection,Hostal (ES),KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined)|Focus on Rating|5 Star|4 Star|3 Star|Hotel|Motel|Resort|Hostal (ES),,
12042792,URX2VLWU1IZ2,443c5278c1610,1541465726,18,filter selection,Hotel,KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined)|Focus on Rating|5 Star|4 Star|3 Star|Hotel|Motel|Resort|Hostal (ES),,
12042793,URX2VLWU1IZ2,443c5278c1610,1541465726,19,filter selection,Motel,KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined)|Focus on Rating|5 Star|4 Star|3 Star|Hotel|Motel|Resort|Hostal (ES),,
12042794,URX2VLWU1IZ2,443c5278c1610,1541465726,20,filter selection,Resort,KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined)|Focus on Rating|5 Star|4 Star|3 Star|Hotel|Motel|Resort|Hostal (ES),,
12042795,URX2VLWU1IZ2,443c5278c1610,1541465726,21,filter selection,3 Star,KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined)|Focus on Rating|5 Star|4 Star|3 Star|Hotel|Motel|Resort|Hostal (ES),,
12042796,URX2VLWU1IZ2,443c5278c1610,1541465726,22,filter selection,4 Star,KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined)|Focus on Rating|5 Star|4 Star|3 Star|Hotel|Motel|Resort|Hostal (ES),,
12042797,URX2VLWU1IZ2,443c5278c1610,1541465726,23,filter selection,5 Star,KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined)|Focus on Rating|5 Star|4 Star|3 Star|Hotel|Motel|Resort|Hostal (ES),,
12042798,URX2VLWU1IZ2,443c5278c1610,1541465730,24,filter selection,Hostal (ES),KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined)|Focus on Rating|5 Star|4 Star|3 Star|Hotel|Motel|Resort,,
12042799,URX2VLWU1IZ2,443c5278c1610,1541465736,25,filter selection,Motel,KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined)|Focus on Rating|5 Star|4 Star|3 Star|Hotel|Resort,,
12042802,URX2VLWU1IZ2,443c5278c1610,1541466130,28,search for poi,Myeong-dong,KR,"Seoul, South Korea",desktop,,,
12042803,URX2VLWU1IZ2,443c5278c1610,1541466137,29,search for poi,Myeong-dong,KR,"Seoul, South Korea",desktop,,,
12042804,URX2VLWU1IZ2,443c5278c1610,1541466146,30,filter selection,Breakfast Included,KR,"Seoul, South Korea",desktop,Breakfast Included,,
12042805,URX2VLWU1IZ2,443c5278c1610,1541466148,31,filter selection,Free WiFi (Combined),KR,"Seoul, South Korea",desktop,Breakfast Included|Free WiFi (Combined),,
12042806,URX2VLWU1IZ2,443c5278c1610,1541466158,32,filter selection,Breakfast Included,KR,"Seoul, South Korea",desktop,Free WiFi (Combined),,
12042807,URX2VLWU1IZ2,443c5278c1610,1541466161,33,filter selection,Hotel,KR,"Seoul, South Korea",desktop,Free WiFi (Combined)|Hotel,,
12042808,URX2VLWU1IZ2,443c5278c1610,1541466168,34,filter selection,Hostal (ES),KR,"Seoul, South Korea",desktop,Free WiFi (Combined)|Hotel|5 Star|4 Star|3 Star|Motel|Resort|Hostal (ES),,
12042809,URX2VLWU1IZ2,443c5278c1610,1541466168,35,filter selection,Hotel,KR,"Seoul, South Korea",desktop,Free WiFi (Combined)|Hotel|5 Star|4 Star|3 Star|Motel|Resort|Hostal (ES),,
12042810,URX2VLWU1IZ2,443c5278c1610,1541466168,36,filter selection,Motel,KR,"Seoul, South Korea",desktop,Free WiFi (Combined)|Hotel|5 Star|4 Star|3 Star|Motel|Resort|Hostal (ES),,
12042811,URX2VLWU1IZ2,443c5278c1610,1541466168,37,filter selection,Resort,KR,"Seoul, South Korea",desktop,Free WiFi (Combined)|Hotel|5 Star|4 Star|3 Star|Motel|Resort|Hostal (ES),,
12042812,URX2VLWU1IZ2,443c5278c1610,1541466168,38,filter selection,3 Star,KR,"Seoul, South Korea",desktop,Free WiFi (Combined)|Hotel|5 Star|4 Star|3 Star|Motel|Resort|Hostal (ES),,
12042813,URX2VLWU1IZ2,443c5278c1610,1541466168,39,filter selection,4 Star,KR,"Seoul, South Korea",desktop,Free WiFi (Combined)|Hotel|5 Star|4 Star|3 Star|Motel|Resort|Hostal (ES),,
12042814,URX2VLWU1IZ2,443c5278c1610,1541466168,40,filter selection,5 Star,KR,"Seoul, South Korea",desktop,Free WiFi (Combined)|Hotel|5 Star|4 Star|3 Star|Motel|Resort|Hostal (ES),,
12042889,URX2VLWU1IZ2,443c5278c1610,1541471604,115,search for poi,Myeong-dong,KR,"Seoul, South Korea",desktop,,,
12042890,URX2VLWU1IZ2,443c5278c1610,1541471675,116,change of sort order,interaction sort button,KR,"Seoul, South Korea",desktop,,,
12042891,URX2VLWU1IZ2,443c5278c1610,1541471676,117,change of sort order,rating and recommended,KR,"Seoul, South Korea",desktop,,,
12042892,URX2VLWU1IZ2,443c5278c1610,1541471676,118,filter selection,Focus on Rating,KR,"Seoul, South Korea",desktop,Focus on Rating,,
12062845,DDNSKN8UJDYG,ef38defce6112,1541148595,20,change of sort order,interaction sort button,KR,"Seoul, South Korea",desktop,,,
12062846,DDNSKN8UJDYG,ef38defce6112,1541148595,21,change of sort order,interaction sort button,KR,"Seoul, South Korea",desktop,,,
12062852,DDNSKN8UJDYG,ef38defce6112,1541148615,27,filter selection,Kitchen,KR,"Seoul, South Korea",desktop,Kitchen,,
12103158,IYHEHOY8HT8M,a0d970c2d7d35,1541402396,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",desktop,,,
12103159,IYHEHOY8HT8M,a0d970c2d7d35,1541402398,2,change of sort order,interaction sort button,HK,"Seoul, South Korea",desktop,,,
12103160,IYHEHOY8HT8M,a0d970c2d7d35,1541402403,3,change of sort order,price only,HK,"Seoul, South Korea",desktop,,,
12103161,IYHEHOY8HT8M,a0d970c2d7d35,1541402403,4,filter selection,Sort by Price,HK,"Seoul, South Korea",desktop,Sort by Price,,
12103162,IYHEHOY8HT8M,a0d970c2d7d35,1541402428,5,filter selection,Hostal (ES),HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12103163,IYHEHOY8HT8M,a0d970c2d7d35,1541402428,6,filter selection,Hotel,HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12103164,IYHEHOY8HT8M,a0d970c2d7d35,1541402428,7,filter selection,Motel,HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12103165,IYHEHOY8HT8M,a0d970c2d7d35,1541402428,8,filter selection,Resort,HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12103166,IYHEHOY8HT8M,a0d970c2d7d35,1541402428,9,filter selection,4 Star,HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12103167,IYHEHOY8HT8M,a0d970c2d7d35,1541402428,10,filter selection,5 Star,HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12103168,IYHEHOY8HT8M,a0d970c2d7d35,1541402509,11,filter selection,Excellent Rating,HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|Excellent Rating,,
12103176,IYHEHOY8HT8M,a0d970c2d7d35,1541402816,19,filter selection,Hostal (ES),HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Motel|Resort,,
12103177,IYHEHOY8HT8M,a0d970c2d7d35,1541402818,20,filter selection,Resort,HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Motel,,
12103178,IYHEHOY8HT8M,a0d970c2d7d35,1541402823,21,filter selection,Motel,HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel,,
12103180,IYHEHOY8HT8M,a0d970c2d7d35,1541402832,23,filter selection,Free WiFi (Combined),HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Free WiFi (Combined),,
12103182,IYHEHOY8HT8M,a0d970c2d7d35,1541402833,25,filter selection,Air Conditioning,HK,"Seoul, South Korea",desktop,Sort by Price|5 Star|4 Star|Hotel|Free WiFi (Combined)|Air Conditioning,,
12123601,VC4J38LS4OTT,7c22e6fa87c3b,1541495037,1,search for destination,"Seoul, South Korea",NZ,"Seoul, South Korea",desktop,,,
12126094,0FW950E7A5X6,c0a4e30f433ba,1541039024,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
12145413,DEVLMVCZQ33W,03366f9c39bea,1541153623,1,filter selection,Free WiFi (Combined),RU,"Seoul, South Korea",desktop,Free WiFi (Combined),,
12145414,DEVLMVCZQ33W,03366f9c39bea,1541153627,2,filter selection,Air Conditioning,RU,"Seoul, South Korea",desktop,Free WiFi (Combined)|Air Conditioning,,
12145415,DEVLMVCZQ33W,03366f9c39bea,1541153637,3,filter selection,House / Apartment,RU,"Seoul, South Korea",desktop,Free WiFi (Combined)|Air Conditioning|House / Apartment,,
12145417,DEVLMVCZQ33W,03366f9c39bea,1541153739,5,change of sort order,interaction sort button,RU,"Seoul, South Korea",desktop,,,
12159969,I5GMQ87XWQ7G,aec24a78a4180,1541235607,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
12179065,4XM21VJ0FRJB,09de650c6cd4f,1541400726,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
12200880,HMBEHMIM9Z52,98b77c86305c4,1541508323,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",desktop,,,
12207421,W4PUILKA5Y48,b7c9caad31122,1541511638,19,filter selection,Hostal (ES),KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12207422,W4PUILKA5Y48,b7c9caad31122,1541511638,20,filter selection,Hotel,KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12207423,W4PUILKA5Y48,b7c9caad31122,1541511638,21,filter selection,Motel,KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12207424,W4PUILKA5Y48,b7c9caad31122,1541511638,22,filter selection,Resort,KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12207425,W4PUILKA5Y48,b7c9caad31122,1541511638,23,filter selection,4 Star,KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12207426,W4PUILKA5Y48,b7c9caad31122,1541511638,24,filter selection,5 Star,KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
12207427,W4PUILKA5Y48,b7c9caad31122,1541511648,25,filter selection,Excellent Rating,KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|Excellent Rating,,
12207428,W4PUILKA5Y48,b7c9caad31122,1541511673,26,filter selection,Focus on Distance,KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|Excellent Rating|Focus on Distance,,
12207429,W4PUILKA5Y48,b7c9caad31122,1541511673,27,search for poi,COEX,KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|Excellent Rating|Focus on Distance,,
12207431,W4PUILKA5Y48,b7c9caad31122,1541515142,29,filter selection,Focus on Distance,KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|Excellent Rating|Focus on Distance,,
12207432,W4PUILKA5Y48,b7c9caad31122,1541515142,30,search for destination,"Seoul, South Korea",KR,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|Excellent Rating|Focus on Distance,,
12207477,W4PUILKA5Y48,b7c9caad31122,1541517520,75,filter selection,Excellent Rating,KR,"Seoul, South Korea",desktop,Excellent Rating,,
12225449,8WE4WK4L1U6N,bfcae888d6464,1541194758,1,search for destination,"Seoul, South Korea",AU,"Seoul, South Korea",desktop,,,
12233614,350E6J9EL6GB,bfbecc71d155a,1541233055,9,search for poi,Myeong-dong,SG,"Seoul, South Korea",mobile,,,
12233615,350E6J9EL6GB,bfbecc71d155a,1541233061,10,filter selection,4 Star,SG,"Seoul, South Korea",mobile,4 Star,,
12233616,350E6J9EL6GB,bfbecc71d155a,1541233062,11,filter selection,5 Star,SG,"Seoul, South Korea",mobile,4 Star|5 Star,,
12233617,350E6J9EL6GB,bfbecc71d155a,1541233064,12,filter selection,4 Star,SG,"Seoul, South Korea",mobile,5 Star,,
12233618,350E6J9EL6GB,bfbecc71d155a,1541233065,13,filter selection,3 Star,SG,"Seoul, South Korea",mobile,5 Star|3 Star,,
12233619,350E6J9EL6GB,bfbecc71d155a,1541233069,14,filter selection,4 Star,SG,"Seoul, South Korea",mobile,5 Star|3 Star|4 Star,,
12233648,350E6J9EL6GB,bfbecc71d155a,1541234957,43,filter selection,3 Star,SG,"Seoul, South Korea",mobile,5 Star|4 Star|Focus on Distance,,
12233649,350E6J9EL6GB,bfbecc71d155a,1541234958,44,filter selection,3 Star,SG,"Seoul, South Korea",mobile,5 Star|4 Star|Focus on Distance|3 Star,,
12233650,350E6J9EL6GB,bfbecc71d155a,1541234962,45,filter selection,3 Star,SG,"Seoul, South Korea",mobile,5 Star|4 Star|Focus on Distance,,
12240474,O03LKU0HFG75,bdd81c72511e4,1541262086,1,change of sort order,interaction sort button,PH,"Seoul, South Korea",mobile,,,
12240475,O03LKU0HFG75,bdd81c72511e4,1541262096,2,change of sort order,price and recommended,PH,"Seoul, South Korea",mobile,,,
12240476,O03LKU0HFG75,bdd81c72511e4,1541262096,3,filter selection,Best Value,PH,"Seoul, South Korea",mobile,Best Value,,
12240477,O03LKU0HFG75,bdd81c72511e4,1541262206,4,filter selection,Hostel,PH,"Seoul, South Korea",mobile,Best Value|Hostel,,
12240478,O03LKU0HFG75,bdd81c72511e4,1541262208,5,filter selection,Guest House,PH,"Seoul, South Korea",mobile,Best Value|Hostel|Guest House,,
12240479,O03LKU0HFG75,bdd81c72511e4,1541262210,6,filter selection,Bed & Breakfast,PH,"Seoul, South Korea",mobile,Best Value|Hostel|Guest House|Bed & Breakfast,,
12240480,O03LKU0HFG75,bdd81c72511e4,1541262218,7,filter selection,Hotel,PH,"Seoul, South Korea",mobile,Best Value|Hostel|Guest House|Bed & Breakfast|Hotel,,
12240481,O03LKU0HFG75,bdd81c72511e4,1541262221,8,filter selection,Hotel,PH,"Seoul, South Korea",mobile,Best Value|Hostel|Guest House|Bed & Breakfast,,
12260322,7HFCYNA26356,5642931cdac7e,1541389298,1,search for destination,"Seoul, South Korea",IN,"Seoul, South Korea",desktop,,,
12260323,7HFCYNA26356,5642931cdac7e,1541389371,2,search for poi,Seoul Station,IN,"Seoul, South Korea",desktop,,,
12276352,64PWOJER88M1,4833561495f35,1541476095,1,search for destination,"Seoul, South Korea",US,"Seoul, South Korea",desktop,,,
12277101,7Z6BV6UZPH6N,94d639278a995,1541486867,2,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
12290754,7U0WGQLI8HN1,339144dfad391,1541084280,4,filter selection,Hotel,SG,"Seoul, South Korea",desktop,Focus on Distance|Hotel,,
12312650,4SICH3WE2BG5,4838d07b9642b,1541209813,1,search for poi,Itaewon,MY,"Seoul, South Korea",mobile,,,
12312651,4SICH3WE2BG5,4838d07b9642b,1541209950,2,search for poi,Itaewon,MY,"Seoul, South Korea",mobile,,,
12323388,37U14TPWJPR2,f331c67182a08,1541317078,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
12343024,H6CH3D7OJ45N,922bf6cceafa5,1541404816,25,change of sort order,interaction sort button,KR,"Seoul, South Korea",mobile,,,
12343025,H6CH3D7OJ45N,922bf6cceafa5,1541404818,26,change of sort order,rating and recommended,KR,"Seoul, South Korea",mobile,,,
12343026,H6CH3D7OJ45N,922bf6cceafa5,1541404818,27,filter selection,Focus on Rating,KR,"Seoul, South Korea",mobile,Focus on Rating,,
12348689,PBX90DD68AX4,395012a631870,1541417536,1,search for poi,Hongdae,TW,"Seoul, South Korea",mobile,,,
12348690,PBX90DD68AX4,395012a631870,1541417582,2,filter selection,Good Rating,TW,"Seoul, South Korea",mobile,Good Rating,,
